년도,월,구,동,전기,가스,수도,탄소
2012,2,영등포구,대림1동,7353,2939,266,9789
2012,2,영등포구,대림3동,32078,6816,628,29077
2012,2,영등포구,신길1동,57340,14254,16817,61824
2012,2,영등포구,신길7동,37555,8702,2337,36192
2012,2,영등포구,양평1동,32012,11847,1583,40636
2012,2,영등포구,여의동,166011,6137,9221,87197
2012,2,영등포구,영등포동,37441,8827,2723,36552
2012,2,용산구,용문동,34092,6281,2381,29315
2012,2,용산구,용산2가동,23155,10607,215,33649
2012,2,용산구,원효로2동,17145,5549,52,19717
2012,2,용산구,이촌1동,72713,2261,5088,37584
2012,2,용산구,이촌2동,13420,1511,259,9161
2012,2,용산구,이태원1동,2307,400,124,1915
2012,2,용산구,한강로동,10489,2903,225,11025
2012,2,용산구,효창동,22642,6444,5,24036
2012,2,은평구,갈현2동,15229,4226,848,16205
2012,2,은평구,녹번동,42984,23935,2741,72750
2012,2,은평구,대조동,121115,32935,16799,130704
2012,2,은평구,불광1동,96371,33023,4811,116430
2012,2,은평구,수색동,84976,15841,7348,73953
2012,2,은평구,신사1동,97199,22530,723,91920
2012,2,은평구,신사2동,70481,17979,3750,71402
2012,2,은평구,역촌동,183599,58402,19653,215191
2012,2,은평구,응암1동,20649,14142,1198,40831
2012,2,은평구,증산동,18040,13448,994,38102
2012,2,은평구,진관동,159880,7804,9744,88505
2012,2,종로구,사직동,9735,5797,607,17314
2012,2,종로구,숭인1동,16667,8336,792,26002
2012,2,중구,기타,3738,6280,268,15741
2012,2,중구,동화동,38823,19927,955,61414
2012,2,중구,신당동,25395,8763,69,30420
2012,2,중구,장충동,32438,30934,285,83140
2012,2,중구,황학동,21158,7172,968,25358
2012,2,중구,회현동,3680,4234,81,11071
2012,2,중랑구,망우3동,462,188,40,630
2012,2,중랑구,망우본동,23206,13793,1430,41210
2012,2,중랑구,묵1동,97215,28975,6689,108344
2012,2,중랑구,묵2동,109758,44545,19604,152827
2012,2,중랑구,상봉1동,125405,65492,4583,201395
2012,2,중랑구,상봉2동,15971,8711,845,26565
2012,2,중랑구,신내1동,133833,50893,6646,172952
2012,2,중랑구,신내2동,138816,27001,7097,121697
2012,2,중랑구,중화1동,14547,18672,908,48295
2012,2,중랑구,중화2동,139468,62052,26419,206902
2012,3,강남구,개포1동,27008,40005,935,101373
2012,3,강남구,개포2동,164914,46016,4222,174401
2012,3,강남구,개포4동,49566,32352,4329,94922
2012,3,강남구,기타,137957,33016,5983,134436
2012,3,강남구,논현1동,73508,43776,62,129246
2012,3,강남구,논현2동,17232,9252,541,28210
2012,3,강남구,대치1동,116119,5287,6131,63113
2012,3,강남구,대치2동,170578,27098,5828,134959
2012,3,강남구,대치4동,76920,43979,8157,133835
2012,3,강남구,도곡1동,52225,16164,1869,58972
2012,3,강남구,도곡2동,199022,7463,7757,103678
2012,3,강남구,삼성1동,19805,11853,729,35190
2012,3,강남구,삼성2동,118984,35610,8933,133182
2012,3,강남구,세곡동,10870,8903,457,24703
2012,3,강남구,수서동,35292,4964,841,26362
2012,3,강남구,신사동,2750,5788,138,14177
2012,3,강남구,압구정동,60809,5820,939,39132
2012,3,강남구,역삼1동,8949,3897,445,12671
2012,3,강남구,역삼2동,111753,31470,7712,120436
2012,3,강남구,일원1동,89366,25170,192,94336
2012,3,강남구,일원2동,58351,4203,1177,34547
2012,3,강남구,일원본동,93973,11437,4164,66846
2012,3,강남구,청담동,207641,90319,4246,291764
2012,3,강동구,강일동,405499,14352,25961,212699
2012,3,강동구,고덕1동,139576,74842,11328,230587
2012,3,강동구,기타,216383,128861,8761,383304
2012,3,강동구,길동,70661,64504,13197,178831
2012,3,강동구,둔촌1동,70145,18809,296,71972
2012,3,강동구,둔촌2동,49258,52959,1912,140148
2012,3,강동구,명일1동,89517,34545,306,115438
2012,3,강동구,명일2동,122230,11293,6274,79205
2012,3,강동구,상일1동,96437,97145,43538,272949
2012,3,강동구,성내1동,58499,31449,3154,96296
2012,3,강동구,성내3동,42395,42699,449,113770
2012,3,강동구,암사1동,99231,64142,5122,187453
2012,3,강동구,암사2동,231993,144472,14113,426668
2012,3,강동구,암사3동,233945,155896,14562,453234
2012,3,강동구,천호1동,18334,23966,754,61708
2012,3,강동구,천호2동,53810,75559,29195,201760
2012,3,강북구,미아동,66458,46300,2424,132695
2012,3,강북구,번1동,38836,25124,108,72780
2012,3,강북구,번3동,58712,49684,2201,136917
2012,3,강북구,삼각산동,194354,139515,9800,398173
2012,3,강북구,송천동,4472,12744,218,30515
2012,3,강북구,수유2동,88860,41185,8992,132916
2012,3,강북구,우이동,54615,29000,7711,90677
2012,3,강서구,가양1동,146132,64299,3195,207051
2012,3,강서구,가양2동,51280,1830,2607,26708
2012,3,강서구,가양3동,50105,6705,1712,36832
2012,3,강서구,공항동,88428,31465,16742,113533
2012,3,강서구,기타,8271,2794,825,10039
2012,3,강서구,등촌1동,106891,20497,4108,92598
2012,3,강서구,등촌2동,38977,23376,2037,69565
2012,3,강서구,등촌3동,96403,4171,4737,51791
2012,3,강서구,발산1동,168617,31703,15050,147505
2012,3,강서구,방화1동,111888,43629,3905,146466
2012,3,강서구,방화2동,81219,35295,10767,117073
2012,3,강서구,방화3동,93210,19564,4857,84957
2012,3,강서구,염창동,437183,193449,25528,627167
2012,3,강서구,우장산동(화곡5동.발산2동),265138,74631,22049,286912
2012,3,강서구,화곡1동,156439,80320,511,246417
2012,3,강서구,화곡3동,121620,4720,4017,63473
2012,3,강서구,화곡6동,36165,9659,3736,38210
2012,3,강서구,화곡8동,3439,3834,101,10080
2012,3,관악구,기타,2740,867,161,3157
2012,3,관악구,성현동(봉천2.5동),140291,42699,7121,157493
2012,3,관악구,신림동(신림5동),38122,19076,1339,59339
2012,3,관악구,은천동(봉천본동.9동),69118,27368,3917,91911
2012,3,관악구,인헌동(봉천11동),11510,12975,204,34012
2012,3,관악구,중앙동(봉천10동),42521,22940,2441,70225
2012,3,관악구,청림동(봉천3동),70542,28922,3555,95875
2012,3,관악구,행운동(봉천6동),75045,15395,3803,67566
2012,3,광진구,광장동,288249,90957,15851,331224
2012,3,광진구,구의3동,163213,39984,12191,162814
2012,3,광진구,화양동,39369,48368,776,125294
2012,3,구로구,가리봉동,57598,14327,12297,60597
2012,3,구로구,개봉1동,100881,41197,14502,139870
2012,3,구로구,개봉2동,83878,32508,4614,109914
2012,3,구로구,고척1동,49722,20415,2457,67627
2012,3,구로구,고척2동,58556,14849,4083,59445
2012,3,구로구,구로1동,196517,33733,12246,162951
2012,3,구로구,구로5동,27301,15851,1610,47616
2012,3,구로구,기타,88773,32608,5566,112530
2012,3,구로구,신도림동,172832,58252,10033,207096
2012,3,구로구,오류1동,34036,14721,1419,47877
2012,3,구로구,오류2동,37911,31453,2285,87287
2012,3,금천구,기타,5608,1973,417,6936
2012,3,금천구,시흥1동,123576,55682,9289,180208
2012,3,금천구,시흥2동,343758,154994,18257,499001
2012,3,노원구,공릉1동,159191,144295,9519,393878
2012,3,노원구,공릉2동,425518,121950,28204,462951
2012,3,노원구,상계10동,296100,26925,12283,189936
2012,3,노원구,상계1동,225050,74010,695266,492032
2012,3,노원구,상계2동,121157,65981,9862,202442
2012,3,노원구,상계3.4동,80825,47117,4696,141371
2012,3,노원구,상계5동,59877,13782,806,56527
2012,3,노원구,상계6.7동,271143,15113,2866,149769
2012,3,노원구,상계8동,418122,13702,2577,208832
2012,3,노원구,상계9동,248925,7284,15001,126841
2012,3,노원구,월계1동,129508,60477,5805,192307
2012,3,노원구,월계2동,71360,41569,6772,125620
2012,3,노원구,월계3동,209576,64494,11844,237258
2012,3,노원구,중계1동,354222,46478,7655,256842
2012,3,노원구,중계2.3동,212024,20495,4439,137281
2012,3,노원구,중계4동,75352,43274,3288,129974
2012,3,노원구,중계본동,156659,96897,8760,286381
2012,3,노원구,하계1동,124090,11235,6474,79930
2012,3,노원구,하계2동,254353,10441,5127,132935
2012,3,도봉구,기타,59185,22734,3095,77046
2012,3,도봉구,도봉1동,41596,15961,1707,53956
2012,3,도봉구,도봉2동,112623,64999,4866,194965
2012,3,도봉구,방학1동,46584,27132,1965,81180
2012,3,도봉구,방학3동,253223,134569,23862,416723
2012,3,도봉구,쌍문1동,27735,21885,1003,61115
2012,3,도봉구,쌍문2동,33496,15916,1892,50482
2012,3,도봉구,쌍문3동,27467,24321,1872,66747
2012,3,도봉구,창1동,174502,27728,4721,137667
2012,3,도봉구,창2동,124016,76307,27557,232659
2012,3,도봉구,창3동,47461,32558,3331,94159
2012,3,도봉구,창4동,321409,34510,8550,216419
2012,3,도봉구,창5동,140037,51179,8220,176746
2012,3,동대문구,답십리1동,21991,24028,531,63323
2012,3,동대문구,답십리2동,359325,178825,14664,557790
2012,3,동대문구,용신동,140710,75922,7902,232350
2012,3,동대문구,이문1동,84391,36806,4712,119792
2012,3,동대문구,이문2동,213990,217677,13099,582677
2012,3,동대문구,장안1동,83039,56172,4794,162625
2012,3,동대문구,장안2동,157767,122136,47575,356273
2012,3,동대문구,전농1동,87831,39875,3286,127651
2012,3,동대문구,전농2동,90358,55517,774,162927
2012,3,동대문구,제기동,35838,40116,7317,107485
2012,3,동대문구,청량리동,44219,59059,3208,152106
2012,3,동대문구,회기동,19883,10251,52,31410
2012,3,동대문구,휘경2동,208982,186249,15631,510996
2012,3,동작구,기타,10837,5242,597,16535
2012,3,동작구,대방동,500918,152706,9964,557759
2012,3,동작구,사당1동,1613,496,99,1828
2012,3,동작구,사당2동,132892,14148,7511,90531
2012,3,동작구,상도1동,220494,186359,7494,513422
2012,3,동작구,상도2동,285965,157431,8764,476804
2012,3,동작구,상도3동,48001,66450,2429,170007
2012,3,동작구,신대방1동,319508,192913,14192,572308
2012,3,동작구,신대방2동,97607,39350,9020,132523
2012,3,동작구,흑석동,134916,31124,6197,128980
2012,3,마포구,공덕동,106592,72086,5556,208512
2012,3,마포구,기타,9506,4129,431,13423
2012,3,마포구,대흥동,77052,14272,4560,66153
2012,3,마포구,도화동,196543,64026,8749,229657
2012,3,마포구,망원2동,20789,30974,1064,78550
2012,3,마포구,상암동,537165,19615,32879,282611
2012,3,마포구,서강동,106737,56056,5155,172533
2012,3,마포구,성산1동,270716,177834,6516,515295
2012,3,마포구,성산2동,476026,118364,21442,474089
2012,3,마포구,아현동,28899,33672,1523,88184
2012,3,마포구,염리동,59086,21893,3023,75097
2012,3,마포구,용강동,196750,35757,11038,167182
2012,3,서대문구,기타,80295,38272,3901,121069
2012,3,서대문구,남가좌1동,4130,1474,357,5171
2012,3,서대문구,남가좌2동,39485,14529,41265,62987
2012,3,서대문구,북가좌1동,37353,19572,2426,60484
2012,3,서대문구,북가좌2동,23560,3291,1391,17823
2012,3,서대문구,연희동,37908,14609,3193,49857
2012,3,서대문구,천연동,53738,12705,3045,52255
2012,3,서초구,내곡동,3511,4242,241,11071
2012,3,서초구,반포1동,104641,15936,2815,80999
2012,3,서초구,반포2동,132549,7078,5729,73958
2012,3,서초구,반포4동,37886,6146,1971,30485
2012,3,서초구,반포본동,10981,2908,423,11310
2012,3,서초구,방배1동,14010,11143,382,31027
2012,3,서초구,방배2동,164049,59457,30395,212832
2012,3,서초구,방배3동,109381,36976,15654,134401
2012,3,서초구,방배4동,196828,68641,18271,243277
2012,3,서초구,방배본동,141918,40260,4618,151889
2012,3,서초구,서초1동,131504,65923,3548,204603
2012,3,서초구,서초2동,184483,18002,4965,120194
2012,3,서초구,서초3동,36695,24106,1722,70128
2012,3,서초구,서초4동,336660,7363,28828,168808
2012,3,서초구,양재1동,35250,15242,5469,50904
2012,3,서초구,양재2동,2291,2233,123,6014
2012,3,서초구,잠원동,79520,41394,3739,127680
2012,3,성동구,금호1가동,85674,8097,4946,56105
2012,3,성동구,금호2.3가동,11084,4669,526,15333
2012,3,성동구,금호4가동,47912,26130,1255,79263
2012,3,성동구,기타,2565,1464,178,4426
2012,3,성동구,마장동,195047,63484,14238,229631
2012,3,성동구,사근동,6714,4514,18,12964
2012,3,성동구,옥수동,102795,9746,3056,66431
2012,3,성동구,행당1동,64107,26444,4143,87791
2012,3,성동구,행당2동,294066,124714,18753,410269
2012,3,성북구,길음1동,273348,134603,15814,422660
2012,3,성북구,길음2동,24525,15143,1500,44817
2012,3,성북구,돈암1동,116364,41034,7366,143700
2012,3,성북구,돈암2동,131436,34816,9903,137004
2012,3,성북구,보문동,16101,5793,995,20133
2012,3,성북구,월곡1동,99740,42876,7850,140938
2012,3,성북구,월곡2동,61369,17042,2722,65098
2012,3,성북구,정릉1동,140189,50409,8972,175335
2012,3,성북구,정릉3동,13682,6995,1732,22045
2012,3,성북구,정릉4동,121153,58021,8220,184065
2012,3,성북구,종암동,141539,41869,9469,156943
2012,3,송파구,가락1동,6967,51344,331,118074
2012,3,송파구,가락2동,278000,56438,10902,247913
2012,3,송파구,가락본동,197245,116099,9341,346795
2012,3,송파구,거여1동,166277,105512,5306,308610
2012,3,송파구,거여2동,49959,28652,6638,87567
2012,3,송파구,마천1동,24209,41482,1275,103608
2012,3,송파구,마천2동,221066,156292,36925,456085
2012,3,송파구,문정1동,304365,57782,22303,265887
2012,3,송파구,문정2동,117279,3627,5978,59835
2012,3,송파구,방이1동,129583,55345,3683,180138
2012,3,송파구,방이2동,61618,37365,9409,112947
2012,3,송파구,송파1동,120868,86327,868,244909
2012,3,송파구,송파2동,266060,56587,15439,244691
2012,3,송파구,오금동,246060,102223,22786,340874
2012,3,송파구,오륜동,253359,2529,6934,115391
2012,3,송파구,잠실2동,710531,1643,47420,320689
2012,3,송파구,잠실3동,462852,5863,20956,216340
2012,3,송파구,잠실4동,277210,13085,16375,152284
2012,3,송파구,잠실6동,36494,19693,1588,60113
2012,3,송파구,잠실7동,120978,4626,8837,64591
2012,3,송파구,잠실본동,106252,49464,15364,160951
2012,3,송파구,장지동,243989,96809,10201,323690
2012,3,송파구,풍납1동,20897,11763,908,35511
2012,3,송파구,풍납2동,218764,58629,7410,226545
2012,3,양천구,기타,50718,14332,2075,54297
2012,3,양천구,목1동,199833,11766,9061,114094
2012,3,양천구,목2동,157292,59631,2931,201238
2012,3,양천구,목3동,210568,105481,51031,342500
2012,3,양천구,목4동,218848,43830,17345,196730
2012,3,양천구,목5동,548361,19506,16913,281814
2012,3,양천구,신월1동,13354,4995,392,16981
2012,3,양천구,신월2동,12851,14902,649,39045
2012,3,양천구,신월6동,33661,19567,932,58412
2012,3,양천구,신월7동,34320,8129,1283,33186
2012,3,양천구,신정1동,76446,11663,1193,58934
2012,3,양천구,신정2동,120079,8023,5409,70681
2012,3,양천구,신정3동,180651,49935,9638,191650
2012,3,양천구,신정4동,97925,37722,511,126187
2012,3,양천구,신정6동,89968,4644,702,48782
2012,3,양천구,신정7동,167267,24342,4652,126992
2012,3,영등포구,당산1동,56914,19634,3236,69186
2012,3,영등포구,당산2동,243820,72023,12547,268877
2012,3,영등포구,대림1동,7633,3049,626,10274
2012,3,영등포구,신길1동,52296,15222,301,56371
2012,3,영등포구,신길7동,38648,9203,2369,37788
2012,3,영등포구,양평1동,31130,12477,1807,41748
2012,3,영등포구,여의동,136374,6756,8021,75619
2012,3,영등포구,영등포동,36744,10568,2365,40037
2012,3,용산구,용문동,33467,6666,1888,29749
2012,3,용산구,용산2가동,18372,7188,2142,24602
2012,3,용산구,원효로2동,16038,6055,2135,21072
2012,3,용산구,이촌1동,67247,2073,4060,34504
2012,3,용산구,이촌2동,12859,2640,570,11555
2012,3,용산구,이태원1동,2388,313,94,1745
2012,3,용산구,한강로동,10044,3504,765,12362
2012,3,용산구,효창동,21116,6906,2519,25259
2012,3,용산구,후암동,174,332,17,823
2012,3,은평구,갈현2동,15469,3746,1241,15362
2012,3,은평구,녹번동,38599,22872,2419,68402
2012,3,은평구,대조동,108331,34785,174,123909
2012,3,은평구,불광1동,93004,33552,5377,116375
2012,3,은평구,수색동,80573,15360,1655,69119
2012,3,은평구,신사1동,87394,23539,9298,92869
2012,3,은평구,신사2동,71043,21251,4595,79250
2012,3,은평구,역촌동,172815,60524,429,208990
2012,3,은평구,응암1동,20364,15646,1490,44176
2012,3,은평구,증산동,18563,13371,1054,38172
2012,3,은평구,진관동,163427,11027,10757,97565
2012,3,중구,기타,2487,5066,206,12471
2012,3,중구,동화동,35889,17484,1009,54716
2012,3,중구,신당동,23325,7223,88,26099
2012,3,중구,장충동,28545,25574,9999,72709
2012,3,중구,황학동,18675,6293,877,22306
2012,3,중구,회현동,3214,3304,292,8861
2012,3,중랑구,망우3동,454,255,18,770
2012,3,중랑구,망우본동,22271,11546,1385,35766
2012,3,중랑구,묵1동,98769,23762,6845,97377
2012,3,중랑구,묵2동,97993,35979,2142,122853
2012,3,중랑구,상봉1동,117463,51182,4845,166061
2012,3,중랑구,상봉2동,14236,6149,805,20077
2012,3,중랑구,신내1동,162409,53593,6723,191142
2012,3,중랑구,신내2동,134240,19174,7476,102349
2012,3,중랑구,중화1동,13984,14427,786,38507
2012,3,중랑구,중화2동,131885,48682,300,165066
2012,4,강남구,개포1동,35909,32966,1660,89620
2012,4,강남구,개포2동,162754,37379,4034,154076
2012,4,강남구,개포4동,63257,29433,731,92993
